name,n,n_squared,n_comparisons_total,n_comparisons_non_self,sum_scores_all,sum_scores_non_self,mean_score_all,mean_score_non_self,var_score_non_self,std_score_non_self,median_score_non_self,q25_score,q75_score,min_score,max_score,fraction_strong_binders,fraction_moderate_binders,fraction_weak_binders,log_n,sqrt_n,expected_random,enrichment_score,size_bin,z_score,effect_size,total_interactions,mean_score,std_score,median_score,high_score_interactions,medium_score_interactions,low_score_interactions,category
MGC_CANDIDATE_17,6,36,6,6,-665.783,-665.783,-110.96383333333334,-110.96383333333334,5771.936486472223,75.97326165482316,-88.7525,-117.66025,-58.6755,-269.487,-42.845,0.8333333333333334,0.1666666666666666,0.0,1.791759469228055,2.449489742783178,-30.0,3.6987944444444447,small,-1.0656885273819667,-1.0656885273819667,6,-110.96383333333334,75.97326165482316,-88.7525,5,1,0,KEGG_MGC
MGC_CANDIDATE_49,6,36,6,6,-611.756,-611.756,-101.95933333333332,-101.95933333333332,2931.391677222222,54.14232796271529,-97.9755,-129.44,-73.39225,-191.417,-19.262,0.8333333333333334,0.0,0.1666666666666666,1.791759469228055,2.449489742783178,-30.0,3.3986444444444444,small,-1.3290771941481272,-1.3290771941481272,6,-101.95933333333332,54.14232796271529,-97.9755,5,0,1,KEGG_MGC
MGC_CANDIDATE_16,6,36,6,6,95.989,95.989,15.998166666666668,15.998166666666668,26.02965047222222,5.101926153152574,13.3765,12.3885,19.23725,11.155,24.831,0.0,0.0,1.0,1.791759469228055,2.449489742783178,-30.0,-0.5332722222222223,small,9.01584328856731,9.01584328856731,6,15.998166666666668,5.101926153152574,13.3765,0,0,6,KEGG_MGC
MGC_CANDIDATE_21,6,36,6,6,-230.414,-230.414,-38.40233333333333,-38.40233333333333,216.5374532222222,14.715211626824203,-34.237,-48.67725,-25.214,-62.849,-23.394,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.791759469228055,2.449489742783178,-30.0,1.2800777777777776,small,-0.5709964318839158,-0.5709964318839158,6,-38.40233333333333,14.715211626824203,-34.237,2,2,2,KEGG_MGC
MGC_CANDIDATE_42,6,36,6,6,-1010.202,-1010.202,-168.367,-168.367,1789.5923663333326,42.30357391915408,-187.813,-199.961,-151.80900000000003,-204.614,-86.144,1.0,0.0,0.0,1.791759469228055,2.449489742783178,-30.0,5.612233333333333,small,-3.270811120224304,-3.270811120224304,6,-168.367,42.30357391915408,-187.813,6,0,0,KEGG_MGC
MGC_CANDIDATE_18,6,36,6,6,-93.577,-93.577,-15.596166666666669,-15.596166666666669,631.2799828055555,25.12528572584908,-12.8355,-28.33,6.80275,-59.713,11.953,0.1666666666666666,0.1666666666666666,0.6666666666666666,1.791759469228055,2.449489742783178,-30.0,0.5198722222222222,small,0.5732803793954296,0.5732803793954296,6,-15.596166666666669,25.12528572584908,-12.8355,1,1,4,KEGG_MGC
MGC_CANDIDATE_14,6,36,6,6,-809.914,-809.914,-134.98566666666667,-134.98566666666667,7658.81628788889,87.51466327358456,-124.33350000000002,-208.32125,-57.088,-260.116,-30.141,0.8333333333333334,0.1666666666666666,0.0,1.791759469228055,2.449489742783178,-30.0,4.499522222222223,small,-1.1996351552935194,-1.1996351552935194,6,-134.98566666666667,87.51466327358456,-124.33350000000002,5,1,0,KEGG_MGC
MGC_CANDIDATE_127,6,36,6,6,-277.631,-277.631,-46.271833333333326,-46.271833333333326,192.0958918055556,13.859866226106064,-47.804,-57.99275,-38.4185,-62.755,-22.589,0.5,0.3333333333333333,0.1666666666666666,1.791759469228055,2.449489742783178,-30.0,1.5423944444444442,small,-1.174025280466571,-1.174025280466571,6,-46.271833333333326,13.859866226106064,-47.804,3,2,1,KEGG_MGC
MGC_CANDIDATE_218,6,36,6,6,-264.283,-264.283,-44.04716666666667,-44.04716666666667,894.2803198055555,29.9045200564322,-57.20399999999999,-65.45925,-19.45875,-76.203,1.416,0.6666666666666666,0.0,0.3333333333333333,1.791759469228055,2.449489742783178,-30.0,1.4682388888888889,small,-0.4697338944132376,-0.4697338944132376,6,-44.04716666666667,29.9045200564322,-57.20399999999999,4,0,2,KEGG_MGC
MGC_CANDIDATE_8,6,36,6,6,-419.737,-419.737,-69.95616666666668,-69.95616666666668,585.1178738055555,24.18920986319221,-72.4135,-83.48375,-63.0735,-102.879,-24.897,0.8333333333333334,0.0,0.1666666666666666,1.791759469228055,2.449489742783178,-30.0,2.3318722222222226,small,-1.6518177688584377,-1.6518177688584377,6,-69.95616666666668,24.18920986319221,-72.4135,5,0,1,KEGG_MGC
MGC_CANDIDATE_48,6,36,6,6,-261.72700000000003,-261.72700000000003,-43.621166666666674,-43.621166666666674,594.1875758055554,24.3759630744214,-43.908,-63.38075,-24.24175,-76.445,-9.908,0.5,0.1666666666666666,0.3333333333333333,1.791759469228055,2.449489742783178,-30.0,1.454038888888889,small,-0.5587950156094498,-0.5587950156094498,6,-43.621166666666674,24.3759630744214,-43.908,3,1,2,KEGG_MGC
MGC_CANDIDATE_125,6,36,6,6,-618.5849999999999,-618.5849999999999,-103.09749999999998,-103.09749999999998,2577.5998829166665,50.77006877006044,-92.853,-129.44150000000002,-70.72525,-191.838,-36.054,0.8333333333333334,0.1666666666666666,0.0,1.791759469228055,2.449489742783178,-30.0,3.4365833333333327,small,-1.4397754773794245,-1.4397754773794245,6,-103.09749999999998,50.77006877006044,-92.853,5,1,0,KEGG_MGC
MGC_CANDIDATE_132,6,36,6,6,-571.125,-571.125,-95.1875,-95.1875,2271.6786035833334,47.66212965849652,-87.7735,-127.647,-60.224,-171.441,-32.158,0.8333333333333334,0.1666666666666666,0.0,1.791759469228055,2.449489742783178,-30.0,3.1729166666666666,small,-1.3677001104876,-1.3677001104876,6,-95.1875,47.66212965849652,-87.7735,5,1,0,KEGG_MGC
MGC_CANDIDATE_9,6,36,6,6,-339.698,-339.698,-56.61633333333333,-56.61633333333333,1852.272268888889,43.03803281853028,-42.2215,-62.529,-34.4435,-144.65,-9.456,0.3333333333333333,0.5,0.1666666666666666,1.791759469228055,2.449489742783178,-30.0,1.887211111111111,small,-0.6184374979581667,-0.6184374979581667,6,-56.61633333333333,43.03803281853028,-42.2215,2,3,1,KEGG_MGC
MGC_CANDIDATE_137,6,36,6,6,-1265.4150000000002,-1265.4150000000002,-210.90250000000003,-210.90250000000003,868.2557622499999,29.466179973827614,-222.419,-225.1385,-190.04975,-250.705,-164.567,1.0,0.0,0.0,1.791759469228055,2.449489742783178,-30.0,7.030083333333335,small,-6.139326514691787,-6.139326514691787,6,-210.90250000000003,29.466179973827614,-222.419,6,0,0,KEGG_MGC
MGC_CANDIDATE_12,6,36,6,6,23.72,23.72,3.9533333333333336,3.9533333333333336,45.72241722222222,6.761835344211083,5.0385,1.50625,9.67625,-8.636,10.728,0.0,0.0,1.0,1.791759469228055,2.449489742783178,-30.0,-0.1317777777777778,small,5.02131915448094,5.02131915448094,6,3.9533333333333336,6.761835344211083,5.0385,0,0,6,KEGG_MGC
MGC_CANDIDATE_43,6,36,6,6,-157.26,-157.26,-26.21,-26.21,269.33105133333333,16.41130864170598,-27.8495,-38.2805,-23.37275,-44.107,6.184,0.0,0.6666666666666666,0.3333333333333333,1.791759469228055,2.449489742783178,-30.0,0.8736666666666666,small,0.2309383171533618,0.2309383171533618,6,-26.21,16.41130864170598,-27.8495,0,4,2,KEGG_MGC
