name,n,n_squared,n_comparisons_total,n_comparisons_non_self,sum_scores_all,sum_scores_non_self,mean_score_all,mean_score_non_self,var_score_non_self,std_score_non_self,median_score_non_self,q25_score,q75_score,min_score,max_score,fraction_strong_binders,fraction_moderate_binders,fraction_weak_binders,log_n,sqrt_n,expected_random,enrichment_score,size_bin,z_score,effect_size,category,foldseek_match_coverage
RANDOM_MGC_8161,6,36,6,0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.791759469228055,2.449489742783178,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8179,5,25,5,0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.6094379124341003,2.23606797749979,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8199,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8169,4,16,4,0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.3862943611198906,2.0,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8209,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8160,8,64,8,1,7.129,0.129,0.891125,0.129,,0.0,0.129,1.0,1.0,0.129,1.0,0.875,0.0,0.125,2.0794415416798357,2.8284271247461903,0.3,2.9704166666666665,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8195,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8737,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8184,5,25,5,0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.6094379124341003,2.23606797749979,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8311,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8267,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8176,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8185,4,16,4,0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.3862943611198906,2.0,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8395,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8200,4,16,4,0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.3862943611198906,2.0,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8331,4,16,4,0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.3862943611198906,2.0,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8152,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8382,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8342,6,36,6,0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.791759469228055,2.449489742783178,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8363,4,16,4,0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.3862943611198906,2.0,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8394,6,36,6,0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.791759469228055,2.449489742783178,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8398,7,49,7,3,5.447000000000001,1.447,0.7781428571428572,0.48233333333333334,0.10342033333333335,0.3215903190914387,0.666,0.668,1.0,0.111,1.0,0.8571428571428571,0.0,0.14285714285714285,1.9459101490553132,2.6457513110645907,0.3,2.5938095238095245,small,1.4868073718565686,0.566973949490967,RANDOM,0.5
RANDOM_MGC_8190,4,16,4,0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.3862943611198906,2.0,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8347,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8333,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8381,7,49,7,0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.9459101490553132,2.6457513110645907,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8246,6,36,6,0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.791759469228055,2.449489742783178,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8385,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8366,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8164,6,36,6,2,4.238,0.238,0.7063333333333334,0.119,2.0000000000000037e-06,0.0014142135623730963,0.119,0.33999999999999997,1.0,0.118,1.0,0.6666666666666666,0.0,0.3333333333333333,1.791759469228055,2.449489742783178,0.3,2.354444444444445,small,287.3210554221336,-127.98632739476498,RANDOM,0.0
RANDOM_MGC_8219,2,4,2,0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.6931471805599453,1.4142135623730951,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8194,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8148,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8296,5,25,5,0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.6094379124341003,2.23606797749979,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8424,6,36,6,0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.791759469228055,2.449489742783178,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8224,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8383,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8196,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8425,4,16,4,0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.3862943611198906,2.0,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8418,5,25,5,0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.6094379124341003,2.23606797749979,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8397,5,25,5,2,3.37,0.37,0.674,0.185,3.200000000000006e-05,0.005656854249492385,0.185,0.189,1.0,0.181,1.0,0.6,0.0,0.4,1.6094379124341003,2.23606797749979,0.3,2.246666666666667,small,66.11448404094214,-20.32931995911322,RANDOM,0.0
RANDOM_MGC_8421,6,36,6,2,4.446000000000001,0.446,0.7410000000000001,0.223,1.800000000000003e-05,0.004242640687119289,0.223,0.4195,1.0,0.22,1.0,0.6666666666666666,0.0,0.3333333333333333,1.791759469228055,2.449489742783178,0.3,2.4700000000000006,small,103.94469683442242,-18.1490740504547,RANDOM,0.0
RANDOM_MGC_8236,4,16,4,0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.3862943611198906,2.0,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8214,5,25,5,0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.6094379124341003,2.23606797749979,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8729,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8178,17,289,17,2,15.373000000000001,0.373,0.9042941176470589,0.1865,5.000000000000009e-07,0.0007071067811865482,0.1865,1.0,1.0,0.186,1.0,0.8823529411764706,0.0,0.11764705882352941,2.833213344056216,4.123105625617661,0.3,3.0143137254901964,medium,854.6009368387525,-160.51323932934613,RANDOM,0.0
RANDOM_MGC_8392,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8646,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8338,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8298,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8231,4,16,4,0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.3862943611198906,2.0,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8407,5,25,5,0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.6094379124341003,2.23606797749979,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8272,4,16,4,0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.3862943611198906,2.0,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8380,9,81,9,0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.197224577336219,3.0,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8662,6,36,6,0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.791759469228055,2.449489742783178,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8317,4,16,4,0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.3862943611198906,2.0,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8167,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8419,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8145,6,36,6,0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.791759469228055,2.449489742783178,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8266,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8220,2,4,2,0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.6931471805599453,1.4142135623730951,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8648,4,16,4,0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.3862943611198906,2.0,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8403,6,36,6,0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.791759469228055,2.449489742783178,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8261,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8248,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8250,4,16,4,0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.3862943611198906,2.0,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8234,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8239,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8217,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8656,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8283,5,25,5,0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.6094379124341003,2.23606797749979,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8291,4,16,4,0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.3862943611198906,2.0,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8221,5,25,5,2,3.1740000000000004,0.174,0.6348,0.087,0.0,0.0,0.087,0.087,1.0,0.087,1.0,0.6,0.0,0.4,1.6094379124341003,2.23606797749979,0.3,2.116,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8675,4,16,4,0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.3862943611198906,2.0,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8286,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8289,4,16,4,0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.3862943611198906,2.0,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8227,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8269,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8225,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8373,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8256,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8242,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8252,4,16,4,0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.3862943611198906,2.0,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8411,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8235,4,16,4,0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.3862943611198906,2.0,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8288,4,16,4,0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.3862943611198906,2.0,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8285,8,64,8,2,6.21,0.21,0.77625,0.105,0.0,0.0,0.105,0.77625,1.0,0.105,1.0,0.75,0.0,0.25,2.0794415416798357,2.8284271247461903,0.3,2.5875,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8216,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8673,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8300,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8292,7,49,7,0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.9459101490553132,2.6457513110645907,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8259,4,16,4,0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.3862943611198906,2.0,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8255,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8237,6,36,6,0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.791759469228055,2.449489742783178,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8244,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8278,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8251,10,100,10,4,6.486999999999999,0.487,0.6486999999999999,0.12175,0.00136425,0.03693575503492517,0.119,0.1485,1.0,0.087,1.0,0.6,0.0,0.4,2.3025850929940455,3.1622776601683795,0.3,2.162333333333333,small,9.440716716641676,-4.825947102785715,RANDOM,0.0
RANDOM_MGC_8249,25,625,25,5,20.491,0.4910000000000001,0.81964,0.09820000000000002,0.00010369999999999999,0.010183319694480773,0.099,1.0,1.0,0.085,1.0,0.8,0.0,0.2,3.2188758248682006,5.0,0.3,2.7321333333333335,medium,51.02854624918024,-19.81672048549875,RANDOM,0.0
RANDOM_MGC_8309,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8245,4,16,4,0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.3862943611198906,2.0,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8654,4,16,4,0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.3862943611198906,2.0,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8228,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8715,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8247,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8306,21,441,21,2,20.61,1.61,0.9814285714285714,0.805,0.0,0.0,0.805,1.0,1.0,0.805,1.0,1.0,0.0,0.0,3.044522437723423,4.58257569495584,0.3,3.2714285714285714,medium,0.0,0.0,RANDOM,0.10526315789473684
RANDOM_MGC_8271,4,16,4,0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.3862943611198906,2.0,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_8303,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
