group_name,dataset_group,num_promoters,num_comparisons,similarity_score,normalized_similarity,similarity_category,size_adjustment_factor,comparison_weight,std_adjustment_factor,similarity_std,mean_proximal_similarity,mean_distal_similarity,num_tfbs_types_found,status,error_msg
RANDOM_MGC_1815,Random,3,3,48.56,43.76,Moderate Similarity,0.92,0.85,1.0,6.1,0.491,0.474,24.0,success,
RANDOM_MGC_1816,Random,3,3,60.12,54.17,High Similarity,0.92,0.85,1.0,3.5,0.583,0.645,21.0,success,
RANDOM_MGC_1817,Random,3,3,63.06,56.82,High Similarity,0.92,0.85,1.0,3.63,0.597,0.709,21.0,success,
RANDOM_MGC_1818,Random,3,3,49.92,44.98,Moderate Similarity,0.92,0.85,1.0,3.36,0.467,0.575,22.0,success,
RANDOM_MGC_1819,Random,4,6,59.19,57.0,High Similarity,0.96,0.95,1.0,12.37,0.528,0.742,23.0,success,
RANDOM_MGC_1821,Random,3,3,55.61,50.11,High Similarity,0.92,0.85,1.0,6.91,0.529,0.618,23.0,success,
RANDOM_MGC_1824,Random,4,6,51.46,49.56,Moderate Similarity,0.96,0.95,1.0,4.33,0.525,0.491,26.0,success,
RANDOM_MGC_1822,Random,4,6,51.5,49.6,Moderate Similarity,0.96,0.95,1.0,7.49,0.509,0.53,23.0,success,
RANDOM_MGC_1823,Random,4,6,49.68,47.84,Moderate Similarity,0.96,0.95,1.0,4.59,0.459,0.585,26.0,success,
RANDOM_MGC_1820,Random,5,10,53.92,53.92,High Similarity,1.0,1.0,1.0,11.11,0.511,0.606,27.0,success,
RANDOM_MGC_1825,Random,4,6,49.65,47.81,Moderate Similarity,0.96,0.95,1.0,6.83,0.481,0.532,25.0,success,
RANDOM_MGC_1826,Random,3,3,49.92,44.98,Moderate Similarity,0.92,0.85,1.0,4.57,0.446,0.623,23.0,success,
RANDOM_MGC_1827,Random,3,3,46.47,41.4,Moderate Similarity,0.92,0.85,0.95,19.7,0.467,0.458,27.0,success,
RANDOM_MGC_1829,Random,3,3,56.65,51.04,High Similarity,0.92,0.85,1.0,3.43,0.533,0.645,22.0,success,
RANDOM_MGC_1828,Random,5,10,56.89,56.89,High Similarity,1.0,1.0,1.0,6.17,0.571,0.564,24.0,success,
RANDOM_MGC_1830,Random,5,10,51.22,51.22,High Similarity,1.0,1.0,1.0,11.87,0.512,0.513,24.0,success,
RANDOM_MGC_1833,Random,3,3,56.71,51.09,High Similarity,0.92,0.85,1.0,9.39,0.505,0.712,22.0,success,
RANDOM_MGC_1831,Random,5,10,46.64,46.64,Moderate Similarity,1.0,1.0,1.0,10.69,0.414,0.589,25.0,success,
RANDOM_MGC_1834,Random,3,3,34.54,30.78,Moderate Similarity,0.92,0.85,0.95,17.99,0.279,0.501,23.0,success,
RANDOM_MGC_1832,Random,5,10,53.41,53.41,High Similarity,1.0,1.0,1.0,6.1,0.539,0.522,25.0,success,
RANDOM_MGC_1837,Random,3,3,53.83,48.5,Moderate Similarity,0.92,0.85,1.0,2.42,0.477,0.681,22.0,success,
RANDOM_MGC_1839,Random,3,3,51.5,46.4,Moderate Similarity,0.92,0.85,1.0,9.03,0.477,0.603,23.0,success,
RANDOM_MGC_1836,Random,4,6,43.21,41.61,Moderate Similarity,0.96,0.95,1.0,6.55,0.485,0.31,26.0,success,
RANDOM_MGC_1838,Random,4,6,58.71,56.53,High Similarity,0.96,0.95,1.0,5.74,0.572,0.622,23.0,success,
RANDOM_MGC_1835,Random,5,10,53.37,53.37,High Similarity,1.0,1.0,1.0,11.18,0.505,0.602,24.0,success,
RANDOM_MGC_1841,Random,3,3,37.15,33.47,Moderate Similarity,0.92,0.85,1.0,10.0,0.339,0.447,24.0,success,
RANDOM_MGC_1840,Random,5,10,52.63,52.63,High Similarity,1.0,1.0,1.0,10.45,0.501,0.586,24.0,success,
RANDOM_MGC_1842,Random,3,3,58.45,52.66,High Similarity,0.92,0.85,1.0,9.18,0.573,0.61,21.0,success,
RANDOM_MGC_1843,Random,3,3,48.9,44.06,Moderate Similarity,0.92,0.85,1.0,7.48,0.458,0.56,22.0,success,
RANDOM_MGC_1845,Random,4,6,43.91,42.29,Moderate Similarity,0.96,0.95,1.0,5.66,0.376,0.588,24.0,success,
RANDOM_MGC_1844,Random,5,10,46.95,46.95,Moderate Similarity,1.0,1.0,1.0,10.84,0.414,0.6,24.0,success,
RANDOM_MGC_1848,Random,3,3,51.76,46.63,Moderate Similarity,0.92,0.85,1.0,11.22,0.483,0.597,22.0,success,
RANDOM_MGC_1849,Random,4,6,48.32,46.54,Moderate Similarity,0.96,0.95,1.0,9.93,0.418,0.636,23.0,success,
RANDOM_MGC_1846,Random,5,10,49.51,49.51,Moderate Similarity,1.0,1.0,1.0,7.14,0.449,0.603,25.0,success,
RANDOM_MGC_1847,Random,5,10,53.38,53.38,High Similarity,1.0,1.0,1.0,8.39,0.508,0.594,24.0,success,
RANDOM_MGC_1851,Random,3,3,55.47,49.98,Moderate Similarity,0.92,0.85,1.0,2.29,0.529,0.614,22.0,success,
RANDOM_MGC_1850,Random,3,3,64.59,58.2,High Similarity,0.92,0.85,1.0,1.83,0.647,0.644,24.0,success,
RANDOM_MGC_1852,Random,3,3,60.55,54.56,High Similarity,0.92,0.85,1.0,3.23,0.607,0.603,20.0,success,
RANDOM_MGC_1854,Random,3,3,45.56,41.05,Moderate Similarity,0.92,0.85,1.0,10.44,0.396,0.594,23.0,success,
RANDOM_MGC_1857,Random,3,3,52.76,47.53,Moderate Similarity,0.92,0.85,1.0,3.65,0.54,0.499,22.0,success,
RANDOM_MGC_1853,Random,4,6,57.64,55.51,High Similarity,0.96,0.95,1.0,10.43,0.555,0.627,22.0,success,
RANDOM_MGC_1858,Random,4,6,58.4,56.24,High Similarity,0.96,0.95,1.0,5.16,0.584,0.584,20.0,success,
RANDOM_MGC_1856,Random,5,10,60.85,60.85,High Similarity,1.0,1.0,1.0,7.18,0.623,0.575,22.0,success,
RANDOM_MGC_1855,Random,5,10,53.0,53.0,High Similarity,1.0,1.0,1.0,7.38,0.548,0.489,26.0,success,
RANDOM_MGC_1859,Random,3,3,52.75,47.53,Moderate Similarity,0.92,0.85,1.0,6.09,0.491,0.612,23.0,success,
RANDOM_MGC_1860,Random,3,3,42.8,38.56,Moderate Similarity,0.92,0.85,1.0,13.97,0.402,0.489,22.0,success,
RANDOM_MGC_1864,Random,3,3,53.52,48.22,Moderate Similarity,0.92,0.85,1.0,12.06,0.478,0.668,19.0,success,
RANDOM_MGC_1861,Random,5,10,49.75,49.75,Moderate Similarity,1.0,1.0,1.0,7.92,0.488,0.52,24.0,success,
RANDOM_MGC_1865,Random,4,6,54.51,52.5,High Similarity,0.96,0.95,1.0,7.92,0.531,0.579,22.0,success,
RANDOM_MGC_1863,Random,5,10,59.64,59.64,High Similarity,1.0,1.0,1.0,6.29,0.585,0.624,26.0,success,
RANDOM_MGC_1862,Random,5,10,55.4,55.4,High Similarity,1.0,1.0,1.0,8.72,0.499,0.683,24.0,success,
RANDOM_MGC_1866,Random,5,10,61.91,61.91,High Similarity,1.0,1.0,1.0,9.34,0.618,0.62,27.0,success,
RANDOM_MGC_1867,Random,4,6,58.05,55.91,High Similarity,0.96,0.95,1.0,6.77,0.546,0.662,25.0,success,
RANDOM_MGC_1868,Random,4,6,55.05,53.01,High Similarity,0.96,0.95,1.0,6.59,0.551,0.55,22.0,success,
RANDOM_MGC_1871,Random,4,6,53.68,51.69,High Similarity,0.96,0.95,1.0,9.89,0.53,0.552,25.0,success,
RANDOM_MGC_1869,Random,5,10,52.18,52.18,High Similarity,1.0,1.0,1.0,10.06,0.488,0.6,27.0,success,
RANDOM_MGC_1873,Random,3,3,52.56,47.36,Moderate Similarity,0.92,0.85,1.0,4.14,0.514,0.552,22.0,success,
RANDOM_MGC_1870,Random,5,10,51.9,51.9,High Similarity,1.0,1.0,1.0,7.62,0.524,0.508,23.0,success,
RANDOM_MGC_1872,Random,4,6,44.48,42.83,Moderate Similarity,0.96,0.95,1.0,12.72,0.399,0.552,24.0,success,
RANDOM_MGC_1874,Random,4,6,54.69,52.67,High Similarity,0.96,0.95,1.0,10.5,0.536,0.572,25.0,success,
RANDOM_MGC_1875,Random,3,3,47.58,42.87,Moderate Similarity,0.92,0.85,1.0,14.01,0.39,0.676,24.0,success,
RANDOM_MGC_1876,Random,3,3,51.92,46.78,Moderate Similarity,0.92,0.85,1.0,7.46,0.538,0.475,22.0,success,
RANDOM_MGC_1878,Random,3,3,54.94,49.5,Moderate Similarity,0.92,0.85,1.0,6.63,0.507,0.649,22.0,success,
RANDOM_MGC_1877,Random,4,6,54.86,52.83,High Similarity,0.96,0.95,1.0,7.68,0.551,0.543,24.0,success,
RANDOM_MGC_1879,Random,3,3,46.64,42.02,Moderate Similarity,0.92,0.85,1.0,4.8,0.405,0.61,22.0,success,
RANDOM_MGC_1880,Random,3,3,40.42,36.42,Moderate Similarity,0.92,0.85,1.0,4.74,0.364,0.497,24.0,success,
RANDOM_MGC_1882,Random,3,3,53.91,48.57,Moderate Similarity,0.92,0.85,1.0,8.58,0.536,0.547,20.0,success,
RANDOM_MGC_1881,Random,4,6,52.2,50.27,High Similarity,0.96,0.95,1.0,9.4,0.54,0.48,22.0,success,
RANDOM_MGC_1883,Random,4,6,54.91,52.88,High Similarity,0.96,0.95,1.0,7.81,0.552,0.542,25.0,success,
RANDOM_MGC_1884,Random,3,3,34.86,31.41,Moderate Similarity,0.92,0.85,1.0,4.95,0.292,0.482,22.0,success,
RANDOM_MGC_1886,Random,4,6,61.68,59.39,High Similarity,0.96,0.95,1.0,8.52,0.609,0.634,27.0,success,
RANDOM_MGC_1889,Random,3,3,45.47,40.96,Moderate Similarity,0.92,0.85,1.0,10.57,0.45,0.466,22.0,success,
RANDOM_MGC_1885,Random,5,10,53.18,53.18,High Similarity,1.0,1.0,1.0,7.53,0.488,0.635,26.0,success,
RANDOM_MGC_1890,Random,4,6,53.64,51.65,High Similarity,0.96,0.95,1.0,7.31,0.492,0.639,26.0,success,
RANDOM_MGC_1887,Random,5,10,60.27,60.27,High Similarity,1.0,1.0,1.0,7.52,0.651,0.491,21.0,success,
RANDOM_MGC_1888,Random,5,10,48.5,48.5,Moderate Similarity,1.0,1.0,1.0,6.24,0.434,0.604,26.0,success,
RANDOM_MGC_1891,Random,4,6,52.66,50.71,High Similarity,0.96,0.95,1.0,10.34,0.508,0.57,20.0,success,
RANDOM_MGC_1892,Random,4,6,53.44,51.46,High Similarity,0.96,0.95,1.0,11.9,0.549,0.5,21.0,success,
RANDOM_MGC_1893,Random,4,6,54.28,52.27,High Similarity,0.96,0.95,1.0,8.39,0.549,0.529,21.0,success,
RANDOM_MGC_1894,Random,5,10,50.96,50.96,High Similarity,1.0,1.0,1.0,11.96,0.516,0.495,24.0,success,
RANDOM_MGC_1895,Random,5,10,53.69,53.69,High Similarity,1.0,1.0,1.0,6.93,0.548,0.511,23.0,success,
RANDOM_MGC_1897,Random,4,6,43.91,41.85,Moderate Similarity,0.96,0.95,0.95,17.0,0.417,0.49,22.0,success,
RANDOM_MGC_1896,Random,5,10,51.96,51.96,High Similarity,1.0,1.0,1.0,10.85,0.495,0.576,26.0,success,
RANDOM_MGC_1899,Random,4,6,51.39,49.49,Moderate Similarity,0.96,0.95,1.0,7.7,0.496,0.554,22.0,success,
RANDOM_MGC_1898,Random,5,10,50.45,50.45,High Similarity,1.0,1.0,1.0,11.67,0.485,0.551,22.0,success,
RANDOM_MGC_1903,Random,3,3,52.91,47.67,Moderate Similarity,0.92,0.85,1.0,3.13,0.534,0.518,24.0,success,
RANDOM_MGC_1904,Random,3,3,42.6,38.38,Moderate Similarity,0.92,0.85,1.0,5.88,0.387,0.518,20.0,success,
RANDOM_MGC_1902,Random,4,6,51.11,49.22,Moderate Similarity,0.96,0.95,1.0,5.78,0.504,0.528,24.0,success,
RANDOM_MGC_1900,Random,5,10,51.61,51.61,High Similarity,1.0,1.0,1.0,7.09,0.488,0.581,24.0,success,
RANDOM_MGC_1901,Random,3,3,55.11,49.65,Moderate Similarity,0.92,0.85,1.0,5.93,0.573,0.5,23.0,success,
RANDOM_MGC_1905,Random,4,6,46.38,44.66,Moderate Similarity,0.96,0.95,1.0,4.99,0.415,0.577,22.0,success,
RANDOM_MGC_1906,Random,3,3,60.43,54.45,High Similarity,0.92,0.85,1.0,5.55,0.598,0.618,24.0,success,
RANDOM_MGC_1908,Random,3,3,57.23,51.56,High Similarity,0.92,0.85,1.0,10.84,0.528,0.676,22.0,success,
RANDOM_MGC_1907,Random,4,6,47.48,45.72,Moderate Similarity,0.96,0.95,1.0,11.41,0.467,0.493,24.0,success,
RANDOM_MGC_1167,Random,4,6,52.58,50.63,High Similarity,0.96,0.95,1.0,10.25,0.544,0.483,25.0,success,
RANDOM_MGC_1170,Random,3,3,55.32,49.84,Moderate Similarity,0.92,0.85,1.0,3.25,0.51,0.653,24.0,success,
RANDOM_MGC_1168,Random,5,10,46.27,46.27,Moderate Similarity,1.0,1.0,1.0,8.29,0.456,0.478,24.0,success,
RANDOM_MGC_1169,Random,5,10,50.61,50.61,High Similarity,1.0,1.0,1.0,7.3,0.473,0.584,24.0,success,
RANDOM_MGC_1172,Random,3,3,49.96,45.01,Moderate Similarity,0.92,0.85,1.0,9.94,0.567,0.342,24.0,success,
RANDOM_MGC_1173,Random,3,3,56.97,51.33,High Similarity,0.92,0.85,1.0,7.46,0.524,0.677,22.0,success,
RANDOM_MGC_1171,Random,5,10,51.9,51.9,High Similarity,1.0,1.0,1.0,8.36,0.521,0.513,26.0,success,
RANDOM_MGC_1176,Random,3,3,44.7,40.27,Moderate Similarity,0.92,0.85,1.0,4.58,0.371,0.624,25.0,success,
RANDOM_MGC_1177,Random,3,3,47.28,42.6,Moderate Similarity,0.92,0.85,1.0,13.34,0.431,0.57,20.0,success,
RANDOM_MGC_1178,Random,3,3,55.74,50.22,High Similarity,0.92,0.85,1.0,7.5,0.531,0.619,19.0,success,
RANDOM_MGC_1175,Random,5,10,50.56,50.56,High Similarity,1.0,1.0,1.0,14.0,0.481,0.563,24.0,success,
RANDOM_MGC_1174,Random,5,10,49.74,49.74,Moderate Similarity,1.0,1.0,1.0,7.81,0.493,0.508,24.0,success,
RANDOM_MGC_1180,Random,3,3,60.03,54.08,High Similarity,0.92,0.85,1.0,9.86,0.608,0.582,26.0,success,
RANDOM_MGC_1179,Random,4,6,50.84,48.96,Moderate Similarity,0.96,0.95,1.0,7.32,0.474,0.589,23.0,success,
RANDOM_MGC_1181,Random,3,3,52.76,47.54,Moderate Similarity,0.92,0.85,1.0,10.24,0.467,0.67,19.0,success,
RANDOM_MGC_1182,Random,4,6,55.99,53.92,High Similarity,0.96,0.95,1.0,6.73,0.551,0.58,23.0,success,
RANDOM_MGC_1184,Random,3,3,44.18,39.8,Moderate Similarity,0.92,0.85,1.0,3.13,0.447,0.43,22.0,success,
RANDOM_MGC_1186,Random,4,6,43.43,41.82,Moderate Similarity,0.96,0.95,1.0,6.95,0.384,0.553,22.0,success,
RANDOM_MGC_1183,Random,5,10,49.23,49.23,Moderate Similarity,1.0,1.0,1.0,10.26,0.471,0.542,23.0,success,
RANDOM_MGC_1185,Random,5,10,48.8,48.8,Moderate Similarity,1.0,1.0,1.0,9.71,0.449,0.58,21.0,success,
RANDOM_MGC_1187,Random,5,10,61.91,61.91,High Similarity,1.0,1.0,1.0,10.31,0.605,0.651,25.0,success,
RANDOM_MGC_1188,Random,5,10,57.61,57.61,High Similarity,1.0,1.0,1.0,8.88,0.583,0.561,20.0,success,
RANDOM_MGC_1189,Random,5,10,42.3,42.3,Moderate Similarity,1.0,1.0,1.0,11.88,0.378,0.527,21.0,success,
RANDOM_MGC_1190,Random,4,6,42.86,41.27,Moderate Similarity,0.96,0.95,1.0,8.5,0.352,0.606,19.0,success,
RANDOM_MGC_1192,Random,4,6,44.77,43.11,Moderate Similarity,0.96,0.95,1.0,4.36,0.45,0.443,22.0,success,
RANDOM_MGC_1193,Random,3,3,52.15,46.99,Moderate Similarity,0.92,0.85,1.0,1.14,0.498,0.577,26.0,success,
RANDOM_MGC_1191,Random,5,10,49.23,49.23,Moderate Similarity,1.0,1.0,1.0,7.34,0.433,0.631,25.0,success,
RANDOM_MGC_1195,Random,3,3,46.98,42.33,Moderate Similarity,0.92,0.85,1.0,2.57,0.421,0.583,23.0,success,
RANDOM_MGC_1198,Random,3,3,43.29,39.01,Moderate Similarity,0.92,0.85,1.0,4.29,0.392,0.527,23.0,success,
RANDOM_MGC_1194,Random,5,10,43.22,43.22,Moderate Similarity,1.0,1.0,1.0,12.36,0.412,0.479,23.0,success,
RANDOM_MGC_1196,Random,5,10,48.67,48.67,Moderate Similarity,1.0,1.0,1.0,5.04,0.478,0.506,24.0,success,
RANDOM_MGC_1199,Random,4,6,48.85,47.04,Moderate Similarity,0.96,0.95,1.0,8.08,0.461,0.553,21.0,success,
RANDOM_MGC_1197,Random,5,10,45.75,45.75,Moderate Similarity,1.0,1.0,1.0,10.2,0.452,0.471,26.0,success,
RANDOM_MGC_1201,Random,3,3,46.77,42.14,Moderate Similarity,0.92,0.85,1.0,12.98,0.417,0.586,20.0,success,
RANDOM_MGC_1202,Random,4,6,57.13,55.02,High Similarity,0.96,0.95,1.0,5.41,0.611,0.479,23.0,success,
RANDOM_MGC_1200,Random,5,10,46.88,46.88,Moderate Similarity,1.0,1.0,1.0,9.86,0.475,0.455,22.0,success,
RANDOM_MGC_1205,Random,3,3,40.44,36.43,Moderate Similarity,0.92,0.85,1.0,3.42,0.411,0.389,24.0,success,
RANDOM_MGC_1203,Random,4,6,45.96,44.26,Moderate Similarity,0.96,0.95,1.0,3.91,0.394,0.613,24.0,success,
RANDOM_MGC_1206,Random,3,3,63.87,57.55,High Similarity,0.92,0.85,1.0,6.19,0.616,0.691,20.0,success,
RANDOM_MGC_1204,Random,5,10,51.63,51.63,High Similarity,1.0,1.0,1.0,6.97,0.511,0.53,25.0,success,
RANDOM_MGC_1207,Random,3,3,48.63,43.81,Moderate Similarity,0.92,0.85,1.0,8.57,0.501,0.452,23.0,success,
RANDOM_MGC_1209,Random,3,3,43.03,38.77,Moderate Similarity,0.92,0.85,1.0,3.88,0.352,0.613,23.0,success,
RANDOM_MGC_1208,Random,4,6,48.78,46.98,Moderate Similarity,0.96,0.95,1.0,7.44,0.479,0.509,24.0,success,
RANDOM_MGC_1211,Random,3,3,59.03,53.18,High Similarity,0.92,0.85,1.0,6.26,0.632,0.493,26.0,success,
RANDOM_MGC_1210,Random,4,6,52.61,50.66,High Similarity,0.96,0.95,1.0,6.07,0.545,0.481,23.0,success,
RANDOM_MGC_1216,Random,3,3,48.56,43.75,Moderate Similarity,0.92,0.85,1.0,10.66,0.426,0.625,23.0,success,
RANDOM_MGC_1212,Random,5,10,49.3,49.3,Moderate Similarity,1.0,1.0,1.0,8.55,0.481,0.52,26.0,success,
RANDOM_MGC_1213,Random,5,10,42.9,42.9,Moderate Similarity,1.0,1.0,1.0,9.57,0.39,0.521,25.0,success,
RANDOM_MGC_1214,Random,5,10,45.57,45.57,Moderate Similarity,1.0,1.0,1.0,12.42,0.407,0.569,23.0,success,
RANDOM_MGC_1215,Random,5,10,51.34,51.34,High Similarity,1.0,1.0,1.0,7.19,0.516,0.508,23.0,success,
RANDOM_MGC_1217,Random,5,10,42.38,42.38,Moderate Similarity,1.0,1.0,1.0,9.65,0.35,0.595,25.0,success,
RANDOM_MGC_1218,Random,3,3,42.11,37.94,Moderate Similarity,0.92,0.85,1.0,12.92,0.367,0.546,23.0,success,
RANDOM_MGC_1219,Random,3,3,49.95,45.0,Moderate Similarity,0.92,0.85,1.0,6.53,0.439,0.64,22.0,success,
RANDOM_MGC_1221,Random,3,3,51.59,46.48,Moderate Similarity,0.92,0.85,1.0,9.28,0.493,0.569,22.0,success,
RANDOM_MGC_1220,Random,4,6,47.33,45.58,Moderate Similarity,0.96,0.95,1.0,8.51,0.472,0.476,23.0,success,
RANDOM_MGC_1223,Random,3,3,46.01,41.45,Moderate Similarity,0.92,0.85,1.0,5.59,0.42,0.554,20.0,success,
RANDOM_MGC_1222,Random,3,3,52.47,46.75,Moderate Similarity,0.92,0.85,0.95,15.26,0.494,0.597,25.0,success,
RANDOM_MGC_1226,Random,3,3,46.21,41.64,Moderate Similarity,0.92,0.85,1.0,4.4,0.467,0.451,23.0,success,
RANDOM_MGC_1227,Random,3,3,34.8,31.36,Moderate Similarity,0.92,0.85,1.0,8.09,0.268,0.536,20.0,success,
RANDOM_MGC_1224,Random,5,10,42.36,42.36,Moderate Similarity,1.0,1.0,1.0,7.2,0.423,0.426,24.0,success,
RANDOM_MGC_1225,Random,5,10,58.59,58.59,High Similarity,1.0,1.0,1.0,8.18,0.574,0.613,26.0,success,
RANDOM_MGC_1230,Random,3,3,51.62,46.51,Moderate Similarity,0.92,0.85,1.0,12.59,0.509,0.534,24.0,success,
RANDOM_MGC_1229,Random,4,6,40.87,39.36,Moderate Similarity,0.96,0.95,1.0,7.42,0.313,0.633,24.0,success,
RANDOM_MGC_1231,Random,3,3,50.51,45.51,Moderate Similarity,0.92,0.85,1.0,9.03,0.53,0.446,24.0,success,
RANDOM_MGC_1228,Random,5,10,51.74,51.74,High Similarity,1.0,1.0,1.0,11.61,0.549,0.444,28.0,success,
RANDOM_MGC_1232,Random,3,3,53.46,48.17,Moderate Similarity,0.92,0.85,1.0,3.5,0.539,0.524,21.0,success,
RANDOM_MGC_1234,Random,3,3,50.25,45.28,Moderate Similarity,0.92,0.85,1.0,6.29,0.491,0.53,21.0,success,
RANDOM_MGC_1236,Random,3,3,50.79,45.76,Moderate Similarity,0.92,0.85,1.0,8.22,0.47,0.595,21.0,success,
RANDOM_MGC_1233,Random,5,10,54.24,54.24,High Similarity,1.0,1.0,1.0,8.04,0.506,0.628,26.0,success,
RANDOM_MGC_1235,Random,4,6,48.24,46.45,Moderate Similarity,0.96,0.95,1.0,5.75,0.45,0.559,26.0,success,
RANDOM_MGC_1238,Random,3,3,54.36,48.98,Moderate Similarity,0.92,0.85,1.0,5.61,0.488,0.674,21.0,success,
RANDOM_MGC_1239,Random,3,3,47.95,43.2,Moderate Similarity,0.92,0.85,1.0,7.27,0.488,0.459,19.0,success,
RANDOM_MGC_1237,Random,5,10,53.37,53.37,High Similarity,1.0,1.0,1.0,6.7,0.543,0.513,22.0,success,
RANDOM_MGC_1241,Random,3,3,65.85,59.33,High Similarity,0.92,0.85,1.0,3.31,0.698,0.565,20.0,success,
RANDOM_MGC_1242,Random,4,6,52.56,50.62,High Similarity,0.96,0.95,1.0,9.61,0.542,0.486,24.0,success,
RANDOM_MGC_1243,Random,4,6,53.59,51.61,High Similarity,0.96,0.95,1.0,5.8,0.501,0.616,29.0,success,
RANDOM_MGC_1240,Random,5,10,51.45,51.45,High Similarity,1.0,1.0,1.0,6.96,0.529,0.481,25.0,success,
RANDOM_MGC_1245,Random,3,3,55.01,49.57,Moderate Similarity,0.92,0.85,1.0,1.74,0.527,0.604,23.0,success,
RANDOM_MGC_1244,Random,4,6,51.49,49.58,Moderate Similarity,0.96,0.95,1.0,6.07,0.497,0.556,23.0,success,
RANDOM_MGC_1247,Random,3,3,41.73,37.6,Moderate Similarity,0.92,0.85,1.0,8.91,0.405,0.445,23.0,success,
RANDOM_MGC_1246,Random,5,10,52.5,52.5,High Similarity,1.0,1.0,1.0,9.24,0.529,0.515,24.0,success,
RANDOM_MGC_1248,Random,4,6,56.47,54.38,High Similarity,0.96,0.95,1.0,7.81,0.601,0.481,22.0,success,
RANDOM_MGC_1249,Random,4,6,47.91,46.14,Moderate Similarity,0.96,0.95,1.0,8.71,0.464,0.515,24.0,success,
RANDOM_MGC_1251,Random,4,6,61.28,59.02,High Similarity,0.96,0.95,1.0,8.76,0.595,0.656,23.0,success,
RANDOM_MGC_1250,Random,5,10,45.37,45.37,Moderate Similarity,1.0,1.0,1.0,9.74,0.438,0.491,27.0,success,
RANDOM_MGC_1255,Random,3,3,60.21,54.25,High Similarity,0.92,0.85,1.0,6.2,0.61,0.584,23.0,success,
RANDOM_MGC_1253,Random,4,6,47.98,46.2,Moderate Similarity,0.96,0.95,1.0,12.97,0.415,0.632,21.0,success,
RANDOM_MGC_1252,Random,5,10,59.01,59.01,High Similarity,1.0,1.0,1.0,7.82,0.575,0.624,25.0,success,
RANDOM_MGC_1254,Random,5,10,56.2,56.2,High Similarity,1.0,1.0,1.0,8.02,0.536,0.622,25.0,success,
RANDOM_MGC_1256,Random,5,10,55.51,55.51,High Similarity,1.0,1.0,1.0,11.55,0.572,0.517,25.0,success,
RANDOM_MGC_1258,Random,3,3,57.47,51.78,High Similarity,0.92,0.85,1.0,9.28,0.62,0.47,21.0,success,
RANDOM_MGC_1257,Random,5,10,44.72,44.72,Moderate Similarity,1.0,1.0,1.0,8.76,0.38,0.605,23.0,success,
RANDOM_MGC_1259,Random,4,6,49.24,47.42,Moderate Similarity,0.96,0.95,1.0,8.57,0.486,0.508,24.0,success,
RANDOM_MGC_1261,Random,4,6,46.68,44.95,Moderate Similarity,0.96,0.95,1.0,5.77,0.435,0.54,21.0,success,
RANDOM_MGC_1262,Random,4,6,54.02,52.02,High Similarity,0.96,0.95,1.0,7.64,0.571,0.469,24.0,success,
RANDOM_MGC_1264,Random,3,3,52.09,46.94,Moderate Similarity,0.92,0.85,1.0,6.88,0.49,0.593,25.0,success,
RANDOM_MGC_1260,Random,5,10,53.85,53.85,High Similarity,1.0,1.0,1.0,10.63,0.519,0.584,23.0,success,
RANDOM_MGC_1263,Random,5,10,46.05,46.05,Moderate Similarity,1.0,1.0,1.0,11.0,0.443,0.502,25.0,success,
RANDOM_MGC_1266,Random,4,6,45.36,43.68,Moderate Similarity,0.96,0.95,1.0,8.96,0.459,0.441,24.0,success,
RANDOM_MGC_1267,Random,4,6,45.01,43.35,Moderate Similarity,0.96,0.95,1.0,10.53,0.436,0.483,27.0,success,
RANDOM_MGC_1265,Random,5,10,39.37,39.37,Moderate Similarity,1.0,1.0,1.0,10.34,0.352,0.491,27.0,success,
RANDOM_MGC_1269,Random,3,3,48.69,43.87,Moderate Similarity,0.92,0.85,1.0,3.44,0.444,0.588,19.0,success,
RANDOM_MGC_1268,Random,4,6,50.01,48.16,Moderate Similarity,0.96,0.95,1.0,10.33,0.509,0.478,22.0,success,
RANDOM_MGC_1270,Random,4,6,61.89,59.6,High Similarity,0.96,0.95,1.0,6.75,0.576,0.719,22.0,success,
RANDOM_MGC_1272,Random,3,3,59.67,53.76,High Similarity,0.92,0.85,1.0,2.86,0.581,0.634,19.0,success,
RANDOM_MGC_2015,Random,3,3,30.91,27.85,Low Similarity,0.92,0.85,1.0,4.42,0.279,0.379,23.0,success,
RANDOM_MGC_1271,Random,4,6,44.86,43.2,Moderate Similarity,0.96,0.95,1.0,11.03,0.422,0.51,25.0,success,
RANDOM_MGC_2017,Random,4,6,44.47,42.83,Moderate Similarity,0.96,0.95,1.0,10.82,0.362,0.638,20.0,success,
RANDOM_MGC_2019,Random,3,3,47.16,42.49,Moderate Similarity,0.92,0.85,1.0,3.82,0.426,0.579,24.0,success,
RANDOM_MGC_2016,Random,5,10,47.43,47.43,Moderate Similarity,1.0,1.0,1.0,9.16,0.416,0.611,23.0,success,
RANDOM_MGC_2018,Random,5,10,55.13,55.13,High Similarity,1.0,1.0,1.0,9.37,0.534,0.592,24.0,success,
RANDOM_MGC_2022,Random,3,3,55.26,49.79,Moderate Similarity,0.92,0.85,1.0,9.73,0.535,0.594,20.0,success,
RANDOM_MGC_2021,Random,4,6,46.68,44.95,Moderate Similarity,0.96,0.95,1.0,9.23,0.422,0.572,24.0,success,
RANDOM_MGC_2020,Random,4,6,52.02,50.09,High Similarity,0.96,0.95,1.0,9.33,0.493,0.584,24.0,success,
