group_name,dataset_group,num_promoters,num_comparisons,similarity_score,normalized_similarity,similarity_category,size_adjustment_factor,comparison_weight,std_adjustment_factor,similarity_std,mean_proximal_similarity,mean_distal_similarity,num_tfbs_types_found,status,error_msg
RANDOM_MGC_969,Random,4,6,56.23,54.15,High Similarity,0.96,0.95,1.0,8.51,0.547,0.599,25.0,success,
RANDOM_MGC_973,Random,3,3,56.86,51.23,High Similarity,0.92,0.85,1.0,12.87,0.489,0.754,24.0,success,
RANDOM_MGC_976,Random,3,3,49.16,44.29,Moderate Similarity,0.92,0.85,1.0,6.79,0.521,0.423,22.0,success,
RANDOM_MGC_972,Random,4,6,47.72,45.95,Moderate Similarity,0.96,0.95,1.0,8.77,0.48,0.471,21.0,success,
RANDOM_MGC_974,Random,4,6,54.41,52.4,High Similarity,0.96,0.95,1.0,6.08,0.522,0.595,26.0,success,
RANDOM_MGC_975,Random,4,6,63.41,61.07,High Similarity,0.96,0.95,1.0,4.44,0.648,0.603,25.0,success,
RANDOM_MGC_971,Random,5,10,47.98,47.98,Moderate Similarity,1.0,1.0,1.0,7.76,0.449,0.551,28.0,success,
RANDOM_MGC_980,Random,3,3,46.27,41.69,Moderate Similarity,0.92,0.85,1.0,4.96,0.472,0.44,22.0,success,
RANDOM_MGC_981,Random,3,3,53.25,47.98,Moderate Similarity,0.92,0.85,1.0,11.59,0.525,0.551,24.0,success,
RANDOM_MGC_978,Random,4,6,50.83,48.95,Moderate Similarity,0.96,0.95,1.0,6.62,0.477,0.582,23.0,success,
RANDOM_MGC_977,Random,4,6,66.59,64.12,High Similarity,0.96,0.95,1.0,5.78,0.679,0.634,24.0,success,
RANDOM_MGC_979,Random,5,10,52.16,52.16,High Similarity,1.0,1.0,1.0,12.15,0.51,0.548,20.0,success,
RANDOM_MGC_982,Random,5,10,48.41,48.41,Moderate Similarity,1.0,1.0,1.0,7.49,0.423,0.625,24.0,success,
RANDOM_MGC_984,Random,4,6,47.93,46.16,Moderate Similarity,0.96,0.95,1.0,9.91,0.49,0.455,24.0,success,
RANDOM_MGC_983,Random,5,10,47.52,47.52,Moderate Similarity,1.0,1.0,1.0,8.93,0.464,0.503,26.0,success,
RANDOM_MGC_987,Random,3,3,55.11,49.66,Moderate Similarity,0.92,0.85,1.0,4.71,0.502,0.667,20.0,success,
RANDOM_MGC_985,Random,5,10,60.65,60.65,High Similarity,1.0,1.0,1.0,7.23,0.58,0.668,23.0,success,
RANDOM_MGC_986,Random,5,10,47.89,47.89,Moderate Similarity,1.0,1.0,1.0,8.16,0.433,0.585,25.0,success,
RANDOM_MGC_989,Random,3,3,61.67,55.56,High Similarity,0.92,0.85,1.0,6.39,0.636,0.571,20.0,success,
RANDOM_MGC_988,Random,5,10,50.97,50.97,High Similarity,1.0,1.0,1.0,8.72,0.476,0.589,25.0,success,
RANDOM_MGC_992,Random,3,3,52.55,47.35,Moderate Similarity,0.92,0.85,1.0,5.4,0.47,0.654,23.0,success,
RANDOM_MGC_990,Random,5,10,56.75,56.75,High Similarity,1.0,1.0,1.0,7.51,0.543,0.623,25.0,success,
RANDOM_MGC_991,Random,5,10,49.12,49.12,Moderate Similarity,1.0,1.0,1.0,12.4,0.485,0.505,24.0,success,
RANDOM_MGC_994,Random,4,6,53.69,51.7,High Similarity,0.96,0.95,1.0,9.88,0.521,0.574,23.0,success,
RANDOM_MGC_993,Random,5,10,55.63,55.63,High Similarity,1.0,1.0,1.0,7.04,0.58,0.501,25.0,success,
RANDOM_MGC_995,Random,4,6,55.65,53.59,High Similarity,0.96,0.95,1.0,4.61,0.594,0.469,27.0,success,
RANDOM_MGC_996,Random,3,3,58.76,52.94,High Similarity,0.92,0.85,1.0,5.27,0.574,0.62,23.0,success,
RANDOM_MGC_999,Random,3,3,35.79,32.25,Moderate Similarity,0.92,0.85,1.0,10.48,0.373,0.324,23.0,success,
RANDOM_MGC_998,Random,4,6,58.74,56.56,High Similarity,0.96,0.95,1.0,9.72,0.563,0.643,25.0,success,
RANDOM_MGC_997,Random,5,10,46.17,46.17,Moderate Similarity,1.0,1.0,1.0,9.96,0.492,0.391,25.0,success,
RANDOM_MGC_1001,Random,3,3,48.0,43.25,Moderate Similarity,0.92,0.85,1.0,5.79,0.406,0.652,21.0,success,
RANDOM_MGC_1000,Random,4,6,60.79,58.54,High Similarity,0.96,0.95,1.0,7.31,0.593,0.642,23.0,success,
RANDOM_MGC_1004,Random,3,3,51.5,46.4,Moderate Similarity,0.92,0.85,1.0,11.14,0.518,0.509,24.0,success,
RANDOM_MGC_1003,Random,3,3,40.02,36.06,Moderate Similarity,0.92,0.85,1.0,3.41,0.37,0.471,24.0,success,
RANDOM_MGC_1005,Random,4,6,37.03,35.66,Moderate Similarity,0.96,0.95,1.0,7.89,0.397,0.309,27.0,success,
RANDOM_MGC_1002,Random,5,10,56.09,56.09,High Similarity,1.0,1.0,1.0,5.77,0.527,0.639,27.0,success,
RANDOM_MGC_1006,Random,5,10,56.54,56.54,High Similarity,1.0,1.0,1.0,5.38,0.55,0.601,27.0,success,
RANDOM_MGC_1007,Random,5,10,55.05,55.05,High Similarity,1.0,1.0,1.0,7.46,0.522,0.617,25.0,success,
RANDOM_MGC_1010,Random,4,6,57.06,54.95,High Similarity,0.96,0.95,1.0,8.16,0.557,0.602,24.0,success,
RANDOM_MGC_1011,Random,4,6,49.76,47.92,Moderate Similarity,0.96,0.95,1.0,11.34,0.461,0.582,25.0,success,
RANDOM_MGC_1008,Random,5,10,47.22,47.22,Moderate Similarity,1.0,1.0,1.0,9.71,0.405,0.628,25.0,success,
RANDOM_MGC_1009,Random,5,10,56.7,56.7,High Similarity,1.0,1.0,1.0,3.77,0.559,0.586,24.0,success,
RANDOM_MGC_1012,Random,3,3,58.6,52.8,High Similarity,0.92,0.85,1.0,3.87,0.569,0.626,19.0,success,
RANDOM_MGC_1014,Random,4,6,54.02,52.02,High Similarity,0.96,0.95,1.0,6.56,0.51,0.61,24.0,success,
RANDOM_MGC_1015,Random,4,6,55.37,53.32,High Similarity,0.96,0.95,1.0,5.94,0.537,0.592,20.0,success,
RANDOM_MGC_1013,Random,5,10,55.87,55.87,High Similarity,1.0,1.0,1.0,8.47,0.512,0.667,25.0,success,
RANDOM_MGC_1018,Random,3,3,45.27,40.79,Moderate Similarity,0.92,0.85,1.0,12.21,0.475,0.401,21.0,success,
RANDOM_MGC_1016,Random,5,10,55.84,55.84,High Similarity,1.0,1.0,1.0,8.26,0.557,0.562,26.0,success,
RANDOM_MGC_1017,Random,5,10,48.66,48.66,Moderate Similarity,1.0,1.0,1.0,9.58,0.447,0.579,26.0,success,
RANDOM_MGC_1019,Random,3,3,55.09,49.64,Moderate Similarity,0.92,0.85,1.0,2.16,0.522,0.618,22.0,success,
RANDOM_MGC_1022,Random,3,3,65.09,58.65,High Similarity,0.92,0.85,1.0,2.63,0.633,0.692,23.0,success,
RANDOM_MGC_1023,Random,3,3,47.08,42.42,Moderate Similarity,0.92,0.85,1.0,5.42,0.418,0.593,22.0,success,
RANDOM_MGC_1024,Random,3,3,53.71,48.4,Moderate Similarity,0.92,0.85,1.0,3.73,0.483,0.664,24.0,success,
RANDOM_MGC_1020,Random,5,10,59.9,59.9,High Similarity,1.0,1.0,1.0,6.08,0.613,0.567,22.0,success,
RANDOM_MGC_1021,Random,5,10,54.12,54.12,High Similarity,1.0,1.0,1.0,7.98,0.511,0.611,23.0,success,
RANDOM_MGC_1025,Random,4,6,55.14,53.1,High Similarity,0.96,0.95,1.0,9.96,0.6,0.438,24.0,success,
RANDOM_MGC_1027,Random,4,6,54.65,52.63,High Similarity,0.96,0.95,1.0,6.57,0.514,0.623,25.0,success,
RANDOM_MGC_1026,Random,5,10,63.47,63.47,High Similarity,1.0,1.0,1.0,7.04,0.642,0.618,24.0,success,
RANDOM_MGC_1029,Random,4,6,56.32,54.23,High Similarity,0.96,0.95,1.0,11.46,0.555,0.581,26.0,success,
RANDOM_MGC_1028,Random,5,10,57.52,57.52,High Similarity,1.0,1.0,1.0,4.44,0.528,0.685,24.0,success,
RANDOM_MGC_1031,Random,4,6,49.11,47.29,Moderate Similarity,0.96,0.95,1.0,7.42,0.476,0.526,25.0,success,
RANDOM_MGC_1030,Random,5,10,45.61,45.61,Moderate Similarity,1.0,1.0,1.0,8.77,0.433,0.51,26.0,success,
RANDOM_MGC_1034,Random,3,3,57.38,51.7,High Similarity,0.92,0.85,1.0,2.72,0.547,0.635,24.0,success,
RANDOM_MGC_1033,Random,4,6,39.79,38.32,Moderate Similarity,0.96,0.95,1.0,10.29,0.326,0.566,23.0,success,
RANDOM_MGC_1032,Random,5,10,53.9,53.9,High Similarity,1.0,1.0,1.0,7.62,0.5,0.631,26.0,success,
RANDOM_MGC_1037,Random,4,6,34.53,32.56,Moderate Similarity,0.96,0.95,0.9,22.37,0.347,0.341,25.0,success,
RANDOM_MGC_1036,Random,5,10,54.7,54.7,High Similarity,1.0,1.0,1.0,6.54,0.547,0.546,25.0,success,
RANDOM_MGC_1035,Random,5,10,52.77,52.77,High Similarity,1.0,1.0,1.0,7.27,0.514,0.559,24.0,success,
RANDOM_MGC_1039,Random,3,3,52.28,47.1,Moderate Similarity,0.92,0.85,1.0,3.18,0.415,0.775,21.0,success,
RANDOM_MGC_1038,Random,4,6,48.69,46.89,Moderate Similarity,0.96,0.95,1.0,7.62,0.441,0.594,22.0,success,
RANDOM_MGC_1042,Random,4,6,48.95,47.14,Moderate Similarity,0.96,0.95,1.0,13.44,0.472,0.53,27.0,success,
RANDOM_MGC_1040,Random,5,10,57.38,57.38,High Similarity,1.0,1.0,1.0,6.83,0.592,0.532,25.0,success,
RANDOM_MGC_1045,Random,3,3,49.54,44.63,Moderate Similarity,0.92,0.85,1.0,6.82,0.535,0.404,22.0,success,
RANDOM_MGC_1044,Random,4,6,58.2,56.05,High Similarity,0.96,0.95,1.0,6.09,0.55,0.657,22.0,success,
RANDOM_MGC_1041,Random,5,10,48.28,48.28,Moderate Similarity,1.0,1.0,1.0,7.61,0.444,0.574,24.0,success,
RANDOM_MGC_1043,Random,5,10,54.62,54.62,High Similarity,1.0,1.0,1.0,7.12,0.534,0.576,24.0,success,
RANDOM_MGC_1051,Random,3,3,56.54,50.94,High Similarity,0.92,0.85,1.0,9.15,0.568,0.559,26.0,success,
RANDOM_MGC_1049,Random,4,6,57.75,55.62,High Similarity,0.96,0.95,1.0,6.79,0.523,0.706,24.0,success,
RANDOM_MGC_1046,Random,5,10,42.16,42.16,Moderate Similarity,1.0,1.0,1.0,9.15,0.395,0.483,27.0,success,
RANDOM_MGC_1047,Random,5,10,51.01,51.01,High Similarity,1.0,1.0,1.0,7.87,0.525,0.474,24.0,success,
RANDOM_MGC_1048,Random,5,10,55.0,55.0,High Similarity,1.0,1.0,1.0,7.17,0.523,0.614,27.0,success,
RANDOM_MGC_1050,Random,5,10,62.5,62.5,High Similarity,1.0,1.0,1.0,9.55,0.627,0.619,24.0,success,
RANDOM_MGC_1052,Random,3,3,59.41,53.53,High Similarity,0.92,0.85,1.0,2.59,0.641,0.485,22.0,success,
RANDOM_MGC_1055,Random,3,3,60.33,54.35,High Similarity,0.92,0.85,1.0,8.97,0.602,0.606,26.0,success,
RANDOM_MGC_1054,Random,5,10,53.26,53.26,High Similarity,1.0,1.0,1.0,12.89,0.57,0.446,23.0,success,
RANDOM_MGC_1053,Random,5,10,62.36,62.36,High Similarity,1.0,1.0,1.0,4.22,0.6,0.68,25.0,success,
RANDOM_MGC_1057,Random,3,3,52.91,47.67,Moderate Similarity,0.92,0.85,1.0,3.98,0.481,0.641,21.0,success,
RANDOM_MGC_1056,Random,4,6,55.09,53.05,High Similarity,0.96,0.95,1.0,2.17,0.527,0.606,26.0,success,
RANDOM_MGC_1058,Random,4,6,54.14,52.13,High Similarity,0.96,0.95,1.0,4.82,0.594,0.418,23.0,success,
RANDOM_MGC_1059,Random,4,6,48.28,46.5,Moderate Similarity,0.96,0.95,1.0,8.34,0.504,0.433,25.0,success,
RANDOM_MGC_1909,Random,3,3,12.93,11.4,Very Low Similarity,0.92,0.85,0.9,22.4,0.154,0.071,21.0,success,
RANDOM_MGC_1910,Random,4,6,47.26,45.51,Moderate Similarity,0.96,0.95,1.0,7.33,0.449,0.528,21.0,success,
RANDOM_MGC_1913,Random,4,6,0.0,0.0,Very Low Similarity,0.96,0.95,1.0,0.0,0.0,0.0,16.0,success,
RANDOM_MGC_1911,Random,3,3,37.87,34.12,Moderate Similarity,0.92,0.85,1.0,6.04,0.28,0.609,26.0,success,
RANDOM_MGC_1912,Random,3,3,52.42,47.23,Moderate Similarity,0.92,0.85,1.0,4.45,0.515,0.545,23.0,success,
RANDOM_MGC_1060,Random,5,10,57.09,57.09,High Similarity,1.0,1.0,1.0,5.82,0.552,0.614,23.0,success,
RANDOM_MGC_1914,Random,3,3,46.8,42.16,Moderate Similarity,0.92,0.85,1.0,3.46,0.396,0.635,23.0,success,
RANDOM_MGC_1917,Random,3,3,16.47,14.51,Very Low Similarity,0.92,0.85,0.9,28.53,0.186,0.116,21.0,success,
RANDOM_MGC_1919,Random,5,10,15.59,15.27,Low Similarity,1.0,1.0,0.9,25.19,0.142,0.188,21.0,success,
RANDOM_MGC_1916,Random,5,10,37.28,36.53,Moderate Similarity,1.0,1.0,0.9,32.87,0.375,0.367,21.0,success,
RANDOM_MGC_1918,Random,4,6,49.15,47.33,Moderate Similarity,0.96,0.95,1.0,8.18,0.475,0.531,27.0,success,
RANDOM_MGC_1920,Random,4,6,26.63,25.12,Low Similarity,0.96,0.95,0.9,30.69,0.272,0.254,21.0,success,
RANDOM_MGC_1921,Random,4,6,10.74,10.12,Very Low Similarity,0.96,0.95,0.9,23.39,0.103,0.117,21.0,success,
RANDOM_MGC_1915,Random,5,10,51.38,51.38,High Similarity,1.0,1.0,1.0,12.11,0.506,0.533,21.0,success,
RANDOM_MGC_1922,Random,3,3,20.01,17.62,Low Similarity,0.92,0.85,0.9,34.65,0.196,0.21,24.0,success,
RANDOM_MGC_1923,Random,3,3,49.41,44.51,Moderate Similarity,0.92,0.85,1.0,3.54,0.51,0.456,23.0,success,
RANDOM_MGC_1926,Random,3,3,59.03,53.19,High Similarity,0.92,0.85,1.0,9.16,0.604,0.558,23.0,success,
RANDOM_MGC_1925,Random,4,6,55.3,53.26,High Similarity,0.96,0.95,1.0,7.54,0.557,0.544,21.0,success,
RANDOM_MGC_1930,Random,2,1,0.0,0.0,Very Low Similarity,0.88,0.7,1.0,,0.0,0.0,16.0,success,
RANDOM_MGC_1924,Random,5,10,52.81,52.81,High Similarity,1.0,1.0,1.0,10.39,0.486,0.627,24.0,success,
RANDOM_MGC_1929,Random,3,3,45.08,40.62,Moderate Similarity,0.92,0.85,1.0,10.2,0.402,0.564,22.0,success,
RANDOM_MGC_1927,Random,5,10,45.67,45.67,Moderate Similarity,1.0,1.0,1.0,11.19,0.448,0.476,25.0,success,
RANDOM_MGC_1928,Random,5,10,55.84,55.84,High Similarity,1.0,1.0,1.0,10.34,0.531,0.622,22.0,success,
RANDOM_MGC_1933,Random,3,3,7.64,6.89,Very Low Similarity,0.92,0.85,1.0,13.24,0.109,0.0,21.0,success,
RANDOM_MGC_1931,Random,4,6,46.88,45.14,Moderate Similarity,0.96,0.95,1.0,11.48,0.436,0.546,25.0,success,
RANDOM_MGC_1932,Random,3,3,49.37,44.48,Moderate Similarity,0.92,0.85,1.0,10.33,0.462,0.567,22.0,success,
RANDOM_MGC_1934,Random,3,3,52.3,47.12,Moderate Similarity,0.92,0.85,1.0,1.14,0.518,0.533,22.0,success,
RANDOM_MGC_1936,Random,3,3,48.33,43.55,Moderate Similarity,0.92,0.85,1.0,6.45,0.458,0.543,21.0,success,
RANDOM_MGC_1935,Random,4,6,44.68,43.03,Moderate Similarity,0.96,0.95,1.0,8.28,0.38,0.602,26.0,success,
RANDOM_MGC_1937,Random,3,3,54.13,48.77,Moderate Similarity,0.92,0.85,1.0,3.59,0.499,0.639,24.0,success,
RANDOM_MGC_1939,Random,3,3,53.55,48.25,Moderate Similarity,0.92,0.85,1.0,7.65,0.554,0.492,22.0,success,
RANDOM_MGC_1938,Random,5,10,50.8,50.8,High Similarity,1.0,1.0,1.0,8.34,0.489,0.552,24.0,success,
RANDOM_MGC_1943,Random,4,6,27.44,25.88,Low Similarity,0.96,0.95,0.9,30.21,0.253,0.323,23.0,success,
RANDOM_MGC_1940,Random,5,10,53.32,53.32,High Similarity,1.0,1.0,1.0,12.23,0.508,0.593,24.0,success,
RANDOM_MGC_1941,Random,5,10,59.51,59.51,High Similarity,1.0,1.0,1.0,6.74,0.594,0.597,24.0,success,
RANDOM_MGC_1944,Random,3,3,60.27,54.31,High Similarity,0.92,0.85,1.0,3.51,0.57,0.678,22.0,success,
RANDOM_MGC_1942,Random,5,10,30.61,30.0,Moderate Similarity,1.0,1.0,0.9,26.87,0.292,0.338,24.0,success,
RANDOM_MGC_1946,Random,4,6,8.98,8.47,Very Low Similarity,0.96,0.95,0.9,21.99,0.075,0.124,21.0,success,
RANDOM_MGC_1945,Random,4,6,25.38,23.93,Low Similarity,0.96,0.95,0.9,28.51,0.23,0.308,21.0,success,
RANDOM_MGC_1948,Random,3,3,18.73,16.5,Low Similarity,0.92,0.85,0.9,32.44,0.204,0.148,17.0,success,
RANDOM_MGC_1950,Random,3,3,23.67,20.85,Low Similarity,0.92,0.85,0.9,40.99,0.24,0.229,23.0,success,
RANDOM_MGC_1947,Random,4,6,8.89,8.38,Very Low Similarity,0.96,0.95,0.9,21.77,0.088,0.09,20.0,success,
RANDOM_MGC_1949,Random,5,10,42.59,42.59,Moderate Similarity,1.0,1.0,1.0,11.93,0.395,0.499,25.0,success,
RANDOM_MGC_1955,Random,3,3,49.43,44.05,Moderate Similarity,0.92,0.85,0.95,15.22,0.439,0.623,20.0,success,
RANDOM_MGC_1952,Random,5,10,16.2,15.88,Low Similarity,1.0,1.0,0.9,26.13,0.164,0.158,25.0,success,
RANDOM_MGC_1954,Random,4,6,20.4,19.24,Low Similarity,0.96,0.95,0.9,23.74,0.197,0.221,24.0,success,
RANDOM_MGC_1953,Random,5,10,15.91,15.75,Low Similarity,1.0,1.0,0.95,18.31,0.1,0.297,25.0,success,
RANDOM_MGC_1951,Random,5,10,57.33,57.33,High Similarity,1.0,1.0,1.0,8.9,0.552,0.624,24.0,success,
RANDOM_MGC_1956,Random,3,3,49.58,44.67,Moderate Similarity,0.92,0.85,1.0,3.43,0.483,0.525,22.0,success,
RANDOM_MGC_1959,Random,3,3,40.07,36.11,Moderate Similarity,0.92,0.85,1.0,1.81,0.377,0.457,25.0,success,
RANDOM_MGC_1957,Random,4,6,59.22,57.03,High Similarity,0.96,0.95,1.0,6.48,0.559,0.67,24.0,success,
RANDOM_MGC_1958,Random,4,6,54.74,52.71,High Similarity,0.96,0.95,1.0,7.54,0.543,0.558,24.0,success,
RANDOM_MGC_1962,Random,3,3,0.0,0.0,Very Low Similarity,0.92,0.85,1.0,0.0,0.0,0.0,17.0,success,
RANDOM_MGC_1960,Random,5,10,49.79,49.79,Moderate Similarity,1.0,1.0,1.0,12.26,0.436,0.643,21.0,success,
RANDOM_MGC_1961,Random,5,10,52.78,52.78,High Similarity,1.0,1.0,1.0,11.35,0.522,0.54,23.0,success,
RANDOM_MGC_1966,Random,3,3,17.68,15.58,Low Similarity,0.92,0.85,0.9,30.63,0.192,0.141,18.0,success,
RANDOM_MGC_1965,Random,4,6,50.14,48.28,Moderate Similarity,0.96,0.95,1.0,4.33,0.482,0.545,25.0,success,
RANDOM_MGC_1967,Random,4,6,30.47,28.73,Low Similarity,0.96,0.95,0.9,33.67,0.322,0.265,24.0,success,
RANDOM_MGC_1963,Random,5,10,57.38,57.38,High Similarity,1.0,1.0,1.0,11.4,0.585,0.547,24.0,success,
RANDOM_MGC_1964,Random,5,10,46.26,46.26,Moderate Similarity,1.0,1.0,1.0,11.44,0.441,0.513,23.0,success,
RANDOM_MGC_1970,Random,3,3,21.86,19.26,Low Similarity,0.92,0.85,0.9,37.87,0.215,0.227,17.0,success,
RANDOM_MGC_1968,Random,4,6,46.43,44.71,Moderate Similarity,0.96,0.95,1.0,3.99,0.425,0.557,21.0,success,
RANDOM_MGC_1973,Random,2,1,35.22,28.67,Low Similarity,0.88,0.7,1.0,,0.337,0.387,18.0,success,
RANDOM_MGC_1971,Random,4,6,24.34,22.96,Low Similarity,0.96,0.95,0.9,27.58,0.226,0.283,26.0,success,
RANDOM_MGC_1969,Random,5,10,52.96,52.96,High Similarity,1.0,1.0,1.0,5.88,0.496,0.607,24.0,success,
RANDOM_MGC_1975,Random,3,3,15.51,13.67,Very Low Similarity,0.92,0.85,0.9,26.87,0.135,0.202,19.0,success,
RANDOM_MGC_1977,Random,3,3,18.12,15.96,Low Similarity,0.92,0.85,0.9,31.38,0.17,0.208,21.0,success,
RANDOM_MGC_1972,Random,5,10,46.42,46.42,Moderate Similarity,1.0,1.0,1.0,8.13,0.471,0.448,25.0,success,
RANDOM_MGC_1974,Random,4,6,25.19,23.75,Low Similarity,0.96,0.95,0.9,28.57,0.252,0.252,22.0,success,
RANDOM_MGC_1978,Random,5,10,18.5,18.13,Low Similarity,1.0,1.0,0.9,29.94,0.193,0.167,23.0,success,
RANDOM_MGC_1982,Random,4,6,9.32,8.79,Very Low Similarity,0.96,0.95,0.9,22.83,0.098,0.082,22.0,success,
RANDOM_MGC_1979,Random,4,6,23.25,21.92,Low Similarity,0.96,0.95,0.9,25.9,0.211,0.282,24.0,success,
RANDOM_MGC_1976,Random,5,10,51.1,51.1,High Similarity,1.0,1.0,1.0,8.29,0.457,0.638,23.0,success,
RANDOM_MGC_1981,Random,4,6,26.97,25.43,Low Similarity,0.96,0.95,0.9,30.66,0.253,0.309,20.0,success,
RANDOM_MGC_1980,Random,5,10,56.02,56.02,High Similarity,1.0,1.0,1.0,11.35,0.531,0.629,23.0,success,
RANDOM_MGC_1983,Random,4,6,45.93,44.23,Moderate Similarity,0.96,0.95,1.0,8.54,0.511,0.338,20.0,success,
RANDOM_MGC_1985,Random,3,3,56.53,50.93,High Similarity,0.92,0.85,1.0,10.1,0.538,0.628,21.0,success,
RANDOM_MGC_1986,Random,4,6,31.89,30.07,Moderate Similarity,0.96,0.95,0.9,35.17,0.31,0.339,23.0,success,
RANDOM_MGC_1984,Random,4,6,54.64,52.07,High Similarity,0.96,0.95,0.95,19.25,0.48,0.701,20.0,success,
RANDOM_MGC_1987,Random,4,6,51.86,49.94,Moderate Similarity,0.96,0.95,1.0,3.09,0.509,0.54,26.0,success,
RANDOM_MGC_1991,Random,3,3,17.88,15.75,Low Similarity,0.92,0.85,0.9,30.96,0.18,0.176,21.0,success,
RANDOM_MGC_1990,Random,3,3,51.51,46.41,Moderate Similarity,0.92,0.85,1.0,1.53,0.481,0.594,24.0,success,
RANDOM_MGC_1989,Random,4,6,42.02,40.46,Moderate Similarity,0.96,0.95,1.0,14.95,0.387,0.499,23.0,success,
RANDOM_MGC_1988,Random,5,10,52.28,52.28,High Similarity,1.0,1.0,1.0,7.29,0.474,0.636,25.0,success,
RANDOM_MGC_1993,Random,3,3,48.87,44.03,Moderate Similarity,0.92,0.85,1.0,8.0,0.432,0.621,23.0,success,
RANDOM_MGC_1995,Random,3,3,41.72,37.59,Moderate Similarity,0.92,0.85,1.0,13.22,0.318,0.649,23.0,success,
RANDOM_MGC_1992,Random,5,10,43.92,43.92,Moderate Similarity,1.0,1.0,1.0,7.96,0.382,0.572,25.0,success,
RANDOM_MGC_1994,Random,4,6,40.54,39.04,Moderate Similarity,0.96,0.95,1.0,12.53,0.352,0.531,25.0,success,
RANDOM_MGC_1997,Random,5,10,47.96,47.96,Moderate Similarity,1.0,1.0,1.0,9.33,0.421,0.615,22.0,success,
RANDOM_MGC_1996,Random,5,10,48.42,48.42,Moderate Similarity,1.0,1.0,1.0,6.74,0.465,0.528,29.0,success,
RANDOM_MGC_1998,Random,5,10,45.33,45.33,Moderate Similarity,1.0,1.0,1.0,9.93,0.429,0.51,25.0,success,
RANDOM_MGC_2000,Random,4,6,30.97,29.21,Low Similarity,0.96,0.95,0.9,34.14,0.334,0.254,24.0,success,
RANDOM_MGC_1999,Random,5,10,53.43,53.43,High Similarity,1.0,1.0,1.0,8.95,0.498,0.62,23.0,success,
RANDOM_MGC_2001,Random,5,10,31.57,30.94,Moderate Similarity,1.0,1.0,0.9,27.53,0.302,0.347,26.0,success,
RANDOM_MGC_2002,Random,4,6,22.68,21.38,Low Similarity,0.96,0.95,0.9,25.68,0.209,0.268,22.0,success,
RANDOM_MGC_2004,Random,3,3,50.56,45.56,Moderate Similarity,0.92,0.85,1.0,6.15,0.477,0.572,22.0,success,
RANDOM_MGC_2003,Random,4,6,53.39,51.41,High Similarity,0.96,0.95,1.0,6.3,0.493,0.628,24.0,success,
RANDOM_MGC_2007,Random,3,3,19.69,17.35,Low Similarity,0.92,0.85,0.9,34.1,0.173,0.252,18.0,success,
RANDOM_MGC_2005,Random,5,10,31.75,31.11,Moderate Similarity,1.0,1.0,0.9,28.1,0.306,0.344,23.0,success,
RANDOM_MGC_2008,Random,3,3,51.73,46.61,Moderate Similarity,0.92,0.85,1.0,8.1,0.529,0.49,24.0,success,
RANDOM_MGC_2010,Random,3,3,54.85,49.42,Moderate Similarity,0.92,0.85,1.0,9.32,0.565,0.51,22.0,success,
RANDOM_MGC_2006,Random,5,10,44.84,44.84,Moderate Similarity,1.0,1.0,1.0,12.88,0.393,0.577,24.0,success,
RANDOM_MGC_2009,Random,5,10,61.46,61.46,High Similarity,1.0,1.0,1.0,7.65,0.613,0.617,25.0,success,
RANDOM_MGC_2013,Random,4,6,57.08,54.39,High Similarity,0.96,0.95,0.95,15.54,0.58,0.549,23.0,success,
RANDOM_MGC_2011,Random,5,10,47.35,47.35,Moderate Similarity,1.0,1.0,1.0,5.66,0.428,0.579,26.0,success,
RANDOM_MGC_2012,Random,5,10,53.25,53.25,High Similarity,1.0,1.0,1.0,9.47,0.532,0.534,28.0,success,
RANDOM_MGC_2014,Random,4,6,50.73,48.86,Moderate Similarity,0.96,0.95,1.0,8.42,0.453,0.634,25.0,success,
RANDOM_MGC_1805,Random,3,3,50.18,45.21,Moderate Similarity,0.92,0.85,1.0,3.96,0.435,0.657,26.0,success,
RANDOM_MGC_1803,Random,5,10,40.73,40.73,Moderate Similarity,1.0,1.0,1.0,8.93,0.355,0.53,25.0,success,
RANDOM_MGC_1804,Random,4,6,53.68,51.69,High Similarity,0.96,0.95,1.0,10.6,0.497,0.63,24.0,success,
RANDOM_MGC_1807,Random,3,3,52.25,47.08,Moderate Similarity,0.92,0.85,1.0,9.95,0.566,0.421,23.0,success,
RANDOM_MGC_1806,Random,4,6,52.07,50.14,High Similarity,0.96,0.95,1.0,3.99,0.545,0.463,25.0,success,
RANDOM_MGC_1808,Random,3,3,55.6,50.09,High Similarity,0.92,0.85,1.0,3.93,0.557,0.555,23.0,success,
RANDOM_MGC_1811,Random,3,3,50.41,45.42,Moderate Similarity,0.92,0.85,1.0,4.93,0.516,0.477,24.0,success,
RANDOM_MGC_1810,Random,3,3,60.6,54.6,High Similarity,0.92,0.85,1.0,7.02,0.633,0.543,24.0,success,
RANDOM_MGC_1813,Random,3,3,36.05,32.48,Moderate Similarity,0.92,0.85,1.0,11.92,0.272,0.566,23.0,success,
RANDOM_MGC_1814,Random,3,3,52.82,47.59,Moderate Similarity,0.92,0.85,1.0,2.0,0.481,0.638,21.0,success,
RANDOM_MGC_1809,Random,4,6,60.83,58.58,High Similarity,0.96,0.95,1.0,6.58,0.655,0.5,22.0,success,
RANDOM_MGC_1812,Random,5,10,42.53,42.53,Moderate Similarity,1.0,1.0,1.0,9.92,0.374,0.544,26.0,success,
